Species;Macroclimate;BIO1;BIO2;BIO3;BIO4;BIO5;BIO6;BIO7;BIO8;BIO9;BIO10;BIO11;BIO12;BIO13;BIO14;BIO15;BIO16;BIO17;BIO18;BIO19;"""bio20"""
palustris;Cold Temperate;125.6133595;121.116573;31.90364774;8904.52386;312.2429278;-62.64101409;374.8839413;180.2778323;31.98500699;236.9616043;6.429253978;1043.971571;122.4269208;52.30990247;25.03164935;332.3648065;179.2137755;281.4707767;193.8520385;153.151031
peduncularis;Winter-dry temperate to Tropical;212.4334753;131.9875363;69.11390462;1498.409177;305.4328789;205.1333358;131.743327;195.5706891;217.8408804;206.9636226;191.2996316;1438.421359;293.1308414;14.1370333;92.86437896;782.516764;51.1629533;434.4413075;79.60505415;731.3538107
petraea;Cold Temperate;95.0419524;84.25601897;34.01918977;5824.105431;229.4239676;-15.99834252;245.42231;111.7308829;75.42021826;169.3017447;20.32904265;823.428208;92.35043031;47.87659158;20.1758113;258.723405;157.3603326;215.6203749;202.3205823;101.3630724
phillyreoides;Warm Temperate;145.9661421;83.14823836;26.59733313;7821.84828;301.7528206;-3.86317194;305.6042661;225.2714033;49.45540672;246.8106046;46.71752313;1650.186154;246.9392888;53.98762537;47.40488746;639.8865646;182.3088548;610.6501833;184.3376013;457.5777098
pinnativenulosa;Winter-dry temperate to Tropical;197.9191371;135.8457162;58.53876143;3232.96316;308.7708948;77.52829952;231.2425933;224.9949867;160.872441;233.60767;153.0398543;1325.817749;289.6145495;29.74118429;75.44268571;657.8374529;97.54815476;460.176311;102.5766105;560.2892981
polymorpha;Arid;198.1940409;136.2881987;58.54592719;3231.74409;309.945089;76.09987326;233.8452146;222.7478727;161.137183;234.4302298;153.1559373;916.2100539;192.6059769;17.43630449;76.21911303;455.7577011;61.26173112;309.7469629;71.15797371;394.49597
pubescens;Cold Temperate;104.4380306;93.76624375;32.61152516;6774.685512;258.2850506;-26.53252203;284.8175722;134.9679517;92.64547016;190.5619408;16.98660156;760.9954416;98.45490172;34.05554625;32.02204953;271.9663698;121.1801314;202.441557;178.1944631;150.7862384
pyrenaica;Mediterranean;123.6273396;102.0949972;38.70395642;5424.360726;272.9132513;11.84822698;261.0650236;84.3424134;183.478737;196.2111251;57.67176113;767.3692894;104.3840304;23.04771226;41.60900321;289.2391632;90.97123;96.3517917;257.4569787;198.2679332
rehderiana;Winter-dry temperate to Tropical;108.7366153;113.1659953;45.09141842;4918.790892;214.1781726;-35.29399895;249.4721711;166.2362863;42.86339895;166.5506189;41.2665;1006.157651;223.3060916;7.380131053;90.70273895;593.7902295;30.16875421;590.7999079;30.99550947;563.6214753
robur;Cold Temperate;100.0465356;84.62267974;35.15002052;5589.205641;231.7851781;-9.289895974;241.0750727;105.3389217;87.62461494;171.8449651;29.02445818;844.7662856;99.25217935;44.79902442;22.69590727;275.7309932;150.6614427;202.0119962;217.2525318;125.0695505
rubra;Cold Temperate;109.9720734;117.994825;31.12162357;8922.837198;250.7445318;-78.31700464;374.1741473;169.0476255;9.334311607;220.5610282;-9.125790893;1015.683953;121.8525671;52.40398161;23.43603464;316.8067263;179.489355;263.9040316;192.0079863;137.3173713
rugosa;Winter-dry temperate to Tropical;131.9353939;159.0410071;50.13477561;5767.322459;296.2827167;-19.83700347;316.11972;199.0434208;152.0605065;206.408884;60.19245878;626.753641;137.0239312;9.072873776;73.45034143;333.0729163;42.77966735;277.8022111;124.6114047;290.293249
rysophylla;Arid;207.0006992;140.7265487;56.41821231;3680.68364;325.4698936;76.50996667;248.9599285;237.3164256;163.9108144;247.8991205;155.9243649;913.0461646;201.7336223;17.88948;75.12368231;457.2772769;62.41616385;342.1726303;67.45376026;394.8611131
sagraeana;Winter-dry temperate to Tropical;249.01897;100;62.7448;2142.78615;323.05786;165.00086;158.05699;271.33481;218.34239;272.78231;218.34239;1338.88908;229.2057;34.47123;57.9832;535.35762;126.68495;509.58064;126.68495;408.67267
salicifolia;Winter-dry temperate to Tropical;173.7362047;118.7632922;69.81549511;1490.645007;260.4209347;87.51314467;172.9077893;180.6781862;161.9837267;190.5388671;152.8107324;1823.267434;337.874076;29.07341156;72.172382;859.7237787;102.9851244;437.2666847;219.1441656;756.7386543
sapotifolia;Winter-dry temperate to Tropical;210.3997812;111.0269798;67.70469366;1457.273229;292.5644346;128.9993132;163.5651202;218.308989;199.8661934;226.5365493;189.7295861;1791.752933;337.6546641;25.5827361;79.46845146;878.6592107;89.71244415;482.4710434;138.2647863;788.9467666
sartorii;Winter-dry temperate to Tropical;185.9217855;133.263472;60.89540888;2687.491773;290.8299916;73.24320645;217.5867846;205.8681381;157.8500057;215.0897922;148.0791143;1265.510442;264.5882329;26.26343056;77.12087748;636.3967714;89.49337766;400.6474141;101.6136634;546.9033937
schottkyana;Winter-dry temperate to Tropical;146.5885143;106.1500771;43.71764429;4844.21677;250.4856079;8.208539286;242.2770664;200.4661964;80.83319286;202.3679279;79.06732071;1122.368439;242.0502264;12.10171714;86.21287786;643.2778471;43.77657071;629.8347936;45.09006357;599.5012764
sebifera;Arid;175.2261045;148.3400282;67.22652974;1996.624168;281.3574884;61.61800079;219.7394892;189.8990142;150.6014447;197.371095;146.5783132;841.38299;173.4753489;11.04219789;84.61838711;427.8997466;41.55364868;301.9047147;47.775045;386.3460979
seemannii;Winter-dry temperate to Tropical;172.3437648;94.10144275;79.2976005;572.4444515;232.539943;114.573172;117.9667713;172.1801123;170.3634945;178.716612;164.2716425;2862.33206;458.1152563;47.67024975;58.371242;1185.594745;176.2046653;674.1206823;428.548705;1009.39008
semecarpifolia;Winter-dry temperate to Tropical;132.8158289;111.2101072;41.89197065;5201.890998;254.3347459;-11.42192587;265.756672;176.0953607;83.53147804;192.5652535;59.97244913;1331.233646;320.3201535;8.547582391;93.58319304;807.1331213;58.16043152;619.6212998;86.21014478;748.9726898
serrata;Warm Temperate;139.89;88.01;28.35;7742.01;292.75;-15.7;308.45;216.32;47.74;236.38;37.16;1267.8;218;31.54;63.57;575.74;111.36;532.08;124.75;464.38
sessilifolia;Warm Temperate;154.0730078;77.50329567;35.0080195;5515.346716;268.1307228;34.97915667;233.1515663;209.6746968;95.07406167;222.2804933;82.31560817;2711.244581;449.822668;85.54412683;51.840648;1189.654914;283.8235365;1090.807282;317.7736583;905.8313775
shumardii;Cold Temperate;157.7281927;131.8531333;34.44884098;8539.475548;342.4073349;-35.04592294;377.4532559;204.0352724;47.85567216;264.595438;43.44396647;1001.5578;136.1278488;41.36751529;33.20553471;340.3941155;149.0125327;256.0248347;151.3795192;191.3815828
similis;Warm Temperate;180.2292695;124.5793833;38.53402;7110.371638;333.9904533;14.70998733;319.2804655;161.296663;216.2392727;267.8632378;84.63031767;1404.958333;149.7262022;82.74021033;16.934429;408.8390007;276.994431;325.820627;383.2343658;131.8445697
skinneri;Winter-dry temperate to Tropical;199.7128135;109.6764813;70.62253609;1148.338695;275.9903283;121.6446254;153.0458158;206.2189816;193.9771547;213.5006218;185.5045749;1989.019686;359.3287459;22.88224326;76.90456696;924.5087078;84.81251804;497.1157889;173.4670833;839.6961898
stellata;Cold Temperate;157.6454427;134.4126239;34.68325969;8618.575699;345.1815441;-37.29092641;382.4724689;207.7087959;42.90062375;265.7666317;42.63716656;928.9575831;130.3623963;35.87409859;36.26432047;322.9312942;131.0907542;245.6914927;131.1685272;191.84054
stenophylloides;Winter-dry temperate to Tropical;151.4869303;73.35965483;43.97715069;3458.756207;226.8945728;58.87679931;168.0177731;186.7532155;119.1576217;190.1910714;103.9056366;3022.660461;527.6503445;60.58960276;66.62846483;1434.065145;216.2693048;1331.890544;324.1930748;1217.79584
suber;Mediterranean;158.2980971;101.94228;37.90417545;5596.24476;307.6764639;43.19197455;264.4844894;108.301303;230.4078961;232.8107748;90.25842061;626.6324427;94.54651576;6.929878182;57.40947682;262.4350712;38.19939545;46.65078788;242.4003111;224.2356758
texana;Warm Temperate;160.0108387;127.5414752;35.78521522;8064.972823;333.2815913;-21.08886348;354.3704535;169.6861374;127.3421517;260.2366257;51.81699783;1170.603027;137.5861122;62.86188217;24.13685522;369.9358683;216.96377;276.1129978;263.2678561;152.9720983
trojana;Cold Temperate;108.6010182;104.8263309;34.26153409;6892.039645;273.6229641;-27.47843182;301.1013968;38.95211545;194.9663182;196.5913659;20.42909773;822.9272559;124.5315473;23.61937227;47.59276636;334.5683218;84.69906182;91.308705;311.7908445;249.86926
urbanii;Winter-dry temperate to Tropical;162.2896576;149.7306905;62.70895;2715.962466;278.8349832;40.57251146;238.2624722;183.6804166;150.8937141;193.9126698;124.9853866;845.9260188;199.2705634;5.713687561;99.65778756;525.2351349;25.68238902;312.2629922;62.86808195;499.5527459
vaccinifolia;Mediterranean;82.6289563;145.1579335;45.00870696;6363.744115;270.22176;-55.91598457;326.137745;62.19350696;106.0892743;167.3111772;6.640170652;1060.119518;187.1769211;9.022734783;68.33470913;525.4695163;46.4485237;77.24723957;468.2799622;479.0209926
variabilis;Warm Temperate;158.8370378;82.02314831;32.33973169;6487.768089;287.3682976;22.41653864;264.9517581;220.4773837;88.05907102;238.2340354;72.11627559;1712.539451;305.5558061;38.06469;65.3474139;805.3759115;132.5426312;742.917988;174.5054115;672.8332803
vaseyana;Warm Temperate;177.5175517;150.8154267;44.66155833;6702.483665;337.6469675;1.002235833;336.6447308;231.752135;102.2167817;259.65186;87.52908667;488.64888;81.21857833;14.86864;56.7924725;202.2218408;53.7864625;173.2020808;57.01513417;148.4353783
velutina;Cold Temperate;151.7302752;130.8382794;34.1669275;8606.184809;336.8031038;-41.15649615;377.9595988;196.6697906;43.03666346;259.3495633;36.53591635;1010.175022;134.0963498;43.01984096;32.07469654;339.4124881;153.4066306;262.6939187;156.0254562;186.0058575
virgiliana;Cold Temperate;102.6885891;90.77122265;31.23796412;6909.991484;256.5229738;-28.40387529;284.9268476;154.9189141;43.32797588;190.5804762;13.45479588;838.8162065;106.0660103;42.70077265;31.815315;298.9113788;138.4873218;250.155065;170.6477456;160.424057
virginiana;Warm Temperate;197.1089852;123.4836528;42.29276111;6061.785373;335.2342144;43.08243296;292.1517817;248.6442937;149.6777787;270.434887;115.4270374;1119.997358;155.9268185;50.97290352;37.72782593;403.183218;182.0631854;367.2446574;219.1007206;221.1200326
wislizenii;Mediterranean;145.010148;141.8745164;46.5764963;5753.456278;320.7567301;16.3062367;304.4504936;78.4394915;217.555072;220.3200962;75.87366067;798.7609203;156.7078631;1.787039732;83.17750786;412.9483561;14.328337;19.04363584;409.0546435;398.6200191
xalapensis;Winter-dry temperate to Tropical;191.8545018;116.5213678;65.0311516;1833.011574;280.5057132;101.2544886;179.2512254;203.3554324;177.0415116;211.749706;165.9786012;1545.071557;297.7595626;27.6321242;74.7073936;745.035886;97.1797212;442.4111;145.257211;647.8561648
